raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m 
SARL 231100Z 18012KT 9999 SCT008 14/11 Q1021,SARL,2022-10-23T11:00:00Z,-29.68,-57.15,14.0,11.0,180,12,,6.21,30.147638,,,,,,,,,,,SCT,800,,,,,,,VFR,,,,,,,,,,,,METAR,70.0
SARI 231100Z 18004KT 090V220 CAVOK 19/16 Q1018 RMK PP000,SARI,2022-10-23T11:00:00Z,-25.73,-54.47,19.0,16.0,180,4,,6.21,30.059055,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,268.0
SARF 231100Z 16007KT 9999 FEW030 20/18 Q1018,SARF,2022-10-23T11:00:00Z,-26.22,-58.22,20.0,18.0,160,7,,6.21,30.059055,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,65.0
SARE 231100Z 15009KT CAVOK 17/14 Q1019 RMK PP///,SARE,2022-10-23T11:00:00Z,-27.43,-59.05,17.0,14.0,150,9,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,52.0
SARC 231100Z 14007KT CAVOK 18/14 Q1019,SARC,2022-10-23T11:00:00Z,-27.43,-58.77,18.0,14.0,140,7,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,60.0
SAOC 231100Z 02014KT CAVOK 09/07 Q1020,SAOC,2022-10-23T11:00:00Z,-33.08,-64.27,9.0,7.0,20,14,,6.21,30.11811,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,422.0
SANT 231100Z 17004KT 8000 SCT028 OVC059 16/11 Q1020 RMK PP000,SANT,2022-10-23T11:00:00Z,-26.85,-65.1,16.0,11.0,170,4,,4.97,30.11811,,,,,,,,,,,SCT,2800,OVC,5900,,,,,MVFR,,,,,,,,,,,,METAR,446.0
SAME 231100Z 07003KT CAVOK 11/08 Q1016,SAME,2022-10-23T11:00:00Z,-32.82,-68.78,11.0,8.0,70,3,,6.21,30.0,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,709.0
SAEZ 231100Z 13006KT 9999 SCT038 12/08 Q1024 NOSIG RMK PP000,SAEZ,2022-10-23T11:00:00Z,-34.82,-58.53,12.0,8.0,130,6,,6.21,30.236221,,,,,,TRUE,,,,,SCT,3800,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
SADF 231100Z 14005KT 9999 FEW042 13/08 Q1023 RMK PP000,SADF,2022-10-23T11:00:00Z,-34.45,-58.58,13.0,8.0,140,5,,6.21,30.206694,,,,,,,,,,,FEW,4200,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
SACO 231100Z 02007KT CAVOK 11/07 Q1021 NOSIG RMK PP000,SACO,2022-10-23T11:00:00Z,-31.32,-64.22,11.0,7.0,20,7,,6.21,30.147638,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,474.0
SABE 231100Z 14005KT 100V200 9999 BKN036 13/07 Q1023 NOSIG RMK PP000,SABE,2022-10-23T11:00:00Z,-34.57,-58.42,13.0,7.0,140,5,,6.21,30.206694,,,,,,TRUE,,,,,BKN,3600,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
SAAR 231100Z 09010KT 9999 FEW009 12/10 Q1023 RMK PP000,SAAR,2022-10-23T11:00:00Z,-32.92,-60.77,12.0,10.0,90,10,,6.21,30.206694,,,,,,,,,,,FEW,900,,,,,,,VFR,,,,,,,,,,,,METAR,24.0
RPVM 231100Z 32005KT 300V010 9999 FEW018CB BKN300 29/26 Q1009 RMK A2980 CB NE/NW WITH OCNL LTG,RPVM,2022-10-23T11:00:00Z,10.32,123.98,29.0,26.0,320,5,,6.21,29.793306,,,,,,,,,,,FEW,1800,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,9.0
RPMD 231100Z 29004KT 250V320 9999 FEW016 SCT090 27/23 Q1008 RMK A2977,RPMD,2022-10-23T11:00:00Z,7.12,125.65,27.0,23.0,290,4,,6.21,29.763779,,,,,,,,,,,FEW,1600,SCT,9000,,,,,VFR,,,,,,,,,,,,METAR,19.0
RPLL 231100Z 11005KT 070V150 9999 FEW023CB FEW025 SCT100 28/24 Q1009 NOSIG RMK A2980 CB W WITH OCNL LTG,RPLL,2022-10-23T11:00:00Z,14.52,121.0,28.0,24.0,110,5,,6.21,29.793306,,,,,,TRUE,,,,,FEW,2300,FEW,2500,SCT,10000,,,VFR,,,,,,,,,,,,METAR,15.0
RPLI 231100Z 10004KT 9999 FEW018 SCT100 27/25 Q1009 RETS NOSIG RMK A2980,RPLI,2022-10-23T11:00:00Z,18.17,120.52,27.0,25.0,100,4,,6.21,29.793306,,,,,,TRUE,,,,,FEW,1800,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,5.0
RPLB 231100Z 34003KT 240V050 8000 FEW018CB SCT020 BKN300 28/25 Q1010 NOSIG RMK A2983 CB S/W WITH OCNL LTG,RPLB,2022-10-23T11:00:00Z,14.8,120.27,28.0,25.0,340,3,,4.97,29.822834,,,,,,TRUE,,,,,FEW,1800,SCT,2000,BKN,30000,,,MVFR,,,,,,,,,,,,METAR,19.0
ROYN 231100Z AUTO 01026KT 8000 -RA FEW015 SCT017 BKN033 24/24 Q1015,ROYN,2022-10-23T11:00:00Z,24.47,122.97,24.0,24.0,10,26,,4.97,29.970472,,,TRUE,,,,,,,-RA,FEW,1500,SCT,1700,BKN,3300,,,MVFR,,,,,,,,,,,,METAR,21.0
RORY 231100Z AUTO 02015G26KT 9999 FEW015 SCT024 OVC045 25/22 Q1012,RORY,2022-10-23T11:00:00Z,27.05,128.4,25.0,22.0,20,15,26,6.21,29.88189,,,TRUE,,,,,,,,FEW,1500,SCT,2400,OVC,4500,,,VFR,,,,,,,,,,,,METAR,13.0
RORK 231100Z AUTO 26007KT 9999 BKN009 BKN039 BKN150 27/25 Q1009,RORK,2022-10-23T11:00:00Z,25.93,131.32,27.0,25.0,260,7,,6.21,29.793306,,,TRUE,,,,,,,,BKN,900,BKN,3900,BKN,15000,,,IFR,,,,,,,,,,,,METAR,11.0
ROMY 231100Z 01015G25KT 9999 VCSH SCT015 BKN050 BKN160 24/22 Q1013,ROMY,2022-10-23T11:00:00Z,24.78,125.27,24.0,22.0,10,15,25,6.21,29.911417,,,,,,,,,,VCSH,SCT,1500,BKN,5000,BKN,16000,,,VFR,,,,,,,,,,,,METAR,38.0
ROMD 231100Z AUTO 26004KT 220V300 9999 FEW008 SCT010 BKN011 27/26 Q1009,ROMD,2022-10-23T11:00:00Z,25.83,131.25,27.0,26.0,260,4,,6.21,29.793306,,,TRUE,,,,,,,,FEW,800,SCT,1000,BKN,1100,,,MVFR,,,,,,,,,,,,METAR,45.0
ROIG 231100Z 01011KT 9999 VCSH FEW014 BKN030 24/23 Q1014,ROIG,2022-10-23T11:00:00Z,24.38,124.23,24.0,23.0,10,11,,6.21,29.940945,,,,,,,,,,VCSH,FEW,1400,BKN,3000,,,,,MVFR,,,,,,,,,,,,METAR,37.0
RODN 231100Z 01011KT 10SM -RA BKN021 BKN027 OVC037 25/21 A2987 RMK AO2A RAB00 CIG 021V027 SLP120 $,RODN,2022-10-23T11:00:00Z,26.35,127.77,25.0,21.0,10,11,,10.0,29.870079,1012.0,,,TRUE,TRUE,,,,,-RA,BKN,2100,BKN,2700,OVC,3700,,,MVFR,,,,,,,,,,,,SPECI,38.0
ROAH 231100Z 02022KT 9999 -SHRA SCT022 BKN035 26/21 Q1012 RMK 3CU022 6SC035 A2989,ROAH,2022-10-23T11:00:00Z,26.18,127.65,26.0,21.0,20,22,,6.21,29.88189,,,,,,,,,,-SHRA,SCT,2200,BKN,3500,,,,,VFR,,,,,,,,,,,,METAR,6.0
RKTU 231100Z 11001KT CAVOK 11/05 Q1019,RKTU,2022-10-23T11:00:00Z,36.7,127.5,11.0,5.0,110,1,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,46.0
RKTN 231100Z 15007KT 9999 BKN050 15/09 Q1018,RKTN,2022-10-23T11:00:00Z,35.88,128.65,15.0,9.0,150,7,,6.21,30.059055,,,,,,,,,,,BKN,5000,,,,,,,VFR,,,,,,,,,,,,METAR,25.0
RKSS 231100Z 29007KT CAVOK 12/00 Q1020 NOSIG,RKSS,2022-10-23T11:00:00Z,37.55,126.78,12.0,0.0,290,7,,6.21,30.11811,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
RKSM 231100Z 32007KT 9999 SKC 14/M04 A3011,RKSM,2022-10-23T11:00:00Z,37.43,127.12,14.0,-4.0,320,7,,6.21,30.109253,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
RKSI 231100Z 32013KT CAVOK 13/02 Q1020 NOSIG,RKSI,2022-10-23T11:00:00Z,37.47,126.45,13.0,2.0,320,13,,6.21,30.11811,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
RKPK 231100Z 04011KT CAVOK 17/09 Q1017,RKPK,2022-10-23T11:00:00Z,35.17,128.93,17.0,9.0,40,11,,6.21,30.029528,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
RKPC 231100Z 36005KT 290V040 CAVOK 15/08 Q1020 NOSIG,RKPC,2022-10-23T11:00:00Z,33.5,126.48,15.0,8.0,360,5,,6.21,30.11811,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,23.0
RKNY 231100Z 22005KT CAVOK 09/09 Q1018 NOSIG,RKNY,2022-10-23T11:00:00Z,38.07,128.67,9.0,9.0,220,5,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,76.0
RKJB 231100Z 01007KT CAVOK 11/06 Q1020 NOSIG,RKJB,2022-10-23T11:00:00Z,34.98,126.38,11.0,6.0,10,7,,6.21,30.11811,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
RJTT 231100Z 06007KT 9999 FEW030 20/16 Q1008 BECMG 04008KT RMK 1CU030 A2979,RJTT,2022-10-23T11:00:00Z,35.55,139.77,20.0,16.0,60,7,,6.21,29.763779,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
RJSY 231100Z 33007G18KT 280V010 9999 FEW015 SCT030 BKN040 13/05 Q1014,RJSY,2022-10-23T11:00:00Z,38.82,139.78,13.0,5.0,330,7,18,6.21,29.940945,,,,,,,,,,,FEW,1500,SCT,3000,BKN,4000,,,VFR,,,,,,,,,,,,METAR,17.0
RJSS 231100Z 32012KT 9999 -SHRA FEW020 SCT050 BKN080 14/08 Q1011,RJSS,2022-10-23T11:00:00Z,38.13,140.92,14.0,8.0,320,12,,6.21,29.852362,,,,,,,,,,-SHRA,FEW,2000,SCT,5000,BKN,8000,,,VFR,,,,,,,,,,,,METAR,5.0
RJSN 231100Z 12005KT 040V170 9999 -SHRA FEW015 SCT025 BKN035 12/11 Q1014,RJSN,2022-10-23T11:00:00Z,37.95,139.12,12.0,11.0,120,5,,6.21,29.940945,,,,,,,,,,-SHRA,FEW,1500,SCT,2500,BKN,3500,,,VFR,,,,,,,,,,,,METAR,4.0
RJSM 231100Z 27008KT 9999 FEW015 SCT035 09/03 Q1012,RJSM,2022-10-23T11:00:00Z,40.7,141.37,9.0,3.0,270,8,,6.21,29.88189,,,,,,,,,,,FEW,1500,SCT,3500,,,,,VFR,,,,,,,,,,,,METAR,31.0
RJSK 231100Z 32004KT 9999 FEW020 SCT050 08/06 Q1014,RJSK,2022-10-23T11:00:00Z,39.62,140.22,8.0,6.0,320,4,,6.21,29.940945,,,,,,,,,,,FEW,2000,SCT,5000,,,,,VFR,,,,,,,,,,,,METAR,95.0
RJSF 231100Z 35013KT 9999 FEW015 BKN025 BKN040 13/10 Q1012,RJSF,2022-10-23T11:00:00Z,37.22,140.42,13.0,10.0,350,13,,6.21,29.88189,,,,,,,,,,,FEW,1500,BKN,2500,BKN,4000,,,MVFR,,,,,,,,,,,,METAR,373.0
RJSA 231100Z 22005KT 9999 FEW010 BKN050 06/05 Q1012,RJSA,2022-10-23T11:00:00Z,40.72,140.68,6.0,5.0,220,5,,6.21,29.88189,,,,,,,,,,,FEW,1000,BKN,5000,,,,,VFR,,,,,,,,,,,,METAR,196.0
RJOT 231100Z 14005KT 9999 -RA FEW030 SCT060 BKN080 16/12 Q1012,RJOT,2022-10-23T11:00:00Z,34.22,134.02,16.0,12.0,140,5,,6.21,29.88189,,,,,,,,,,-RA,FEW,3000,SCT,6000,BKN,8000,,,VFR,,,,,,,,,,,,METAR,181.0
RJOS 231100Z 29005KT 9999 FEW030 19/09 Q1011,RJOS,2022-10-23T11:00:00Z,34.12,134.62,19.0,9.0,290,5,,6.21,29.852362,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
RJOR 231100Z 04024KT 9999 VCSH FEW015 SCT025 BKN040 15/13 Q1014,RJOR,2022-10-23T11:00:00Z,35.52,134.17,15.0,13.0,40,24,,6.21,29.940945,,,,,,,,,,VCSH,FEW,1500,SCT,2500,BKN,4000,,,VFR,,,,,,,,,,,,METAR,11.0
RJOO 231100Z 32010KT 9999 FEW030 17/11 Q1012 RMK 1CU030 A2988,RJOO,2022-10-23T11:00:00Z,34.78,135.43,17.0,11.0,320,10,,6.21,29.88189,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,11.0
RJOM 231100Z 11008KT 9999 FEW050 19/14 Q1012 WS R32,RJOM,2022-10-23T11:00:00Z,33.82,132.68,19.0,14.0,110,8,,6.21,29.88189,,,,,,,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,SPECI,3.0
RJOK 231100Z 01006KT 9999 FEW030 19/12 Q1011,RJOK,2022-10-23T11:00:00Z,33.53,133.67,19.0,12.0,10,6,,6.21,29.852362,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
RJOH 231100Z 03020KT 9999 -SHRA FEW008 SCT015 BKN030 16/13 Q1013,RJOH,2022-10-23T11:00:00Z,35.48,133.25,16.0,13.0,30,20,,6.21,29.911417,,,,,,,,,,-SHRA,FEW,800,SCT,1500,BKN,3000,,,MVFR,,,,,,,,,,,,METAR,6.0
RJOB 231100Z 34003KT 300V050 9999 FEW025 16/11 Q1012,RJOB,2022-10-23T11:00:00Z,34.75,133.85,16.0,11.0,340,3,,6.21,29.88189,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,242.0
RJOA 231100Z 32008KT 9999 FEW025 16/11 Q1013,RJOA,2022-10-23T11:00:00Z,34.43,132.92,16.0,11.0,320,8,,6.21,29.911417,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,318.0
RJNT 231100Z VRB01KT 9999 -SHRA FEW010 SCT020 BKN025 14/12 Q1014,RJNT,2022-10-23T11:00:00Z,36.63,137.18,14.0,12.0,0,1,,6.21,29.940945,,,,,,,,,,-SHRA,FEW,1000,SCT,2000,BKN,2500,,,MVFR,,,,,,,,,,,,METAR,30.0
RJNS 231100Z 27016KT 9999 FEW030 18/09 Q1008,RJNS,2022-10-23T11:00:00Z,34.8,138.18,18.0,9.0,270,16,,6.21,29.763779,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,133.0
RJNK 231100Z 05012KT 9999 FEW010 BKN020 BKN030 14/11 Q1014,RJNK,2022-10-23T11:00:00Z,36.38,136.42,14.0,11.0,50,12,,6.21,29.940945,,,,,,,,,,,FEW,1000,BKN,2000,BKN,3000,,,MVFR,,,,,,,,,,,,METAR,7.0
RJKI 231100Z AUTO 02015KT 5000 BR FEW015 BKN019 BKN027 23/21 Q1012,RJKI,2022-10-23T11:00:00Z,28.32,129.92,23.0,21.0,20,15,,3.11,29.88189,,,TRUE,,,,,,,BR,FEW,1500,BKN,1900,BKN,2700,,,MVFR,,,,,,,,,,,,METAR,6.0
RJKA 231100Z AUTO 35012KT 9999 FEW023 OVC080 23/20 Q1012,RJKA,2022-10-23T11:00:00Z,28.42,129.72,23.0,20.0,350,12,,6.21,29.88189,,,TRUE,,,,,,,,FEW,2300,OVC,8000,,,,,VFR,,,,,,,,,,,,METAR,7.0
RJGG 231100Z 31015KT CAVOK 20/14 Q1010 NOSIG,RJGG,2022-10-23T11:00:00Z,34.87,136.8,20.0,14.0,310,15,,6.21,29.822834,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
RJFU 231100Z 36011KT CAVOK 19/14 Q1014,RJFU,2022-10-23T11:00:00Z,32.92,129.92,19.0,14.0,360,11,,6.21,29.940945,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
RJFT 231100Z 34004KT 250V050 9999 SCT045 17/12 Q1014,RJFT,2022-10-23T11:00:00Z,32.83,130.85,17.0,12.0,340,4,,6.21,29.940945,,,,,,,,,,,SCT,4500,,,,,,,VFR,,,,,,,,,,,,METAR,188.0
RJFS 231100Z 35005KT 9999 FEW030 16/13 Q1014,RJFS,2022-10-23T11:00:00Z,33.15,130.3,16.0,13.0,350,5,,6.21,29.940945,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
RJFR 231100Z 30007KT 9999 FEW030 19/12 Q1014,RJFR,2022-10-23T11:00:00Z,33.83,131.03,19.0,12.0,300,7,,6.21,29.940945,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
RJFO 231100Z 32006KT 9999 FEW035 19/13 Q1013,RJFO,2022-10-23T11:00:00Z,33.47,131.73,19.0,13.0,320,6,,6.21,29.911417,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
RJFM 231100Z 04004KT 9999 FEW015 SCT020 BKN040 23/19 Q1012,RJFM,2022-10-23T11:00:00Z,31.87,131.43,23.0,19.0,40,4,,6.21,29.88189,,,,,,,,,,,FEW,1500,SCT,2000,BKN,4000,,,VFR,,,,,,,,,,,,METAR,10.0
RJFK 231100Z 34006KT 9999 FEW030 17/13 Q1013 RMK 1CU030 A2994,RJFK,2022-10-23T11:00:00Z,31.8,130.72,17.0,13.0,340,6,,6.21,29.911417,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,271.0
RJFF 231100Z 35008KT 9999 FEW030 19/12 Q1014 NOSIG RMK 1CU030 A2997,RJFF,2022-10-23T11:00:00Z,33.58,130.45,19.0,12.0,350,8,,6.21,29.940945,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
RJEC 231100Z 32006KT 9999 -SHRA FEW001 SCT003 BKN007 05/05 Q1010,RJEC,2022-10-23T11:00:00Z,43.67,142.43,5.0,5.0,320,6,,6.21,29.822834,,,,,,,,,,-SHRA,FEW,100,SCT,300,BKN,700,,,IFR,,,,,,,,,,,,METAR,209.0
RJDT 231100Z 36005KT 320V060 9999 FEW030 SCT050 17/13 Q1015,RJDT,2022-10-23T11:00:00Z,34.28,129.32,17.0,13.0,360,5,,6.21,29.970472,,,,,,,,,,,FEW,3000,SCT,5000,,,,,VFR,,,,,,,,,,,,METAR,61.0
RJDC 231100Z 32004KT 260V020 9999 FEW035 18/12 Q1014,RJDC,2022-10-23T11:00:00Z,33.92,131.27,18.0,12.0,320,4,,6.21,29.940945,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
RJDB 231100Z AUTO 34005KT 9999 NCD 18/10 Q1014,RJDB,2022-10-23T11:00:00Z,33.75,129.78,18.0,10.0,340,5,,6.21,29.940945,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
RJCO 231100Z 05004KT 360V080 9999 FEW020 SCT050 BKN080 07/06 Q1012,RJCO,2022-10-23T11:00:00Z,43.12,141.37,7.0,6.0,50,4,,6.21,29.88189,,,,,,,,,,,FEW,2000,SCT,5000,BKN,8000,,,VFR,,,,,,,,,,,,METAR,7.0
RJCM 231100Z 29003KT 9999 -SHRA FEW010 SCT020 BKN030 07/06 Q1010,RJCM,2022-10-23T11:00:00Z,43.88,144.17,7.0,6.0,290,3,,6.21,29.822834,,,,,,,,,,-SHRA,FEW,1000,SCT,2000,BKN,3000,,,MVFR,,,,,,,,,,,,METAR,30.0
RJCK 231100Z 05004KT 010V080 9999 -SHRA FEW010 SCT030 BKN040 07/06 Q1009,RJCK,2022-10-23T11:00:00Z,43.03,144.18,7.0,6.0,50,4,,6.21,29.793306,,,,,,,,,,-SHRA,FEW,1000,SCT,3000,BKN,4000,,,VFR,,,,,,,,,,,,METAR,94.0
RJCH 231100Z 29007KT 9999 FEW030 BKN050 08/03 Q1012,RJCH,2022-10-23T11:00:00Z,41.77,140.82,8.0,3.0,290,7,,6.21,29.88189,,,,,,,,,,,FEW,3000,BKN,5000,,,,,VFR,,,,,,,,,,,,METAR,36.0
RJCC 231100Z 35007KT 9999 FEW015 SCT040 BKN090 07/06 Q1011 RMK 1ST015 3CU040 6AC090 A2986,RJCC,2022-10-23T11:00:00Z,42.77,141.68,7.0,6.0,350,7,,6.21,29.852362,,,,,,,,,,,FEW,1500,SCT,4000,BKN,9000,,,VFR,,,,,,,,,,,,METAR,19.0
RJCB 231100Z 02005KT 270V040 9999 SCT030 BKN050 07/05 Q1009,RJCB,2022-10-23T11:00:00Z,42.72,143.22,7.0,5.0,20,5,,6.21,29.793306,,,,,,,,,,,SCT,3000,BKN,5000,,,,,VFR,,,,,,,,,,,,METAR,149.0
RJBE 231100Z 32003KT 9999 FEW030 19/11 Q1011,RJBE,2022-10-23T11:00:00Z,34.63,135.23,19.0,11.0,320,3,,6.21,29.852362,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
RJBB 231100Z 05010KT 9999 FEW030 19/12 Q1011 NOSIG,RJBB,2022-10-23T11:00:00Z,34.43,135.25,19.0,12.0,50,10,,6.21,29.852362,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
RJAH 231100Z 03010KT 9999 FEW030 SCT080 BKN/// 17/12 Q1009,RJAH,2022-10-23T11:00:00Z,36.17,140.42,17.0,12.0,30,10,,6.21,29.793306,,,,,,,,,,,FEW,3000,SCT,8000,,,,,VFR,,,,,,,,,,,,SPECI,31.0
RJAA 231100Z 03005KT 350V060 9999 FEW030 SCT090 19/15 Q1008 NOSIG RMK 1CU030 4AC090 A2979,RJAA,2022-10-23T11:00:00Z,35.77,140.38,19.0,15.0,30,5,,6.21,29.763779,,,,,,TRUE,,,,,FEW,3000,SCT,9000,,,,,VFR,,,,,,,,,,,,METAR,36.0
RCTP 231100Z 04020KT 9000 VCSH FEW012 BKN018 BKN025 23/20 Q1017 WS R05R NOSIG RMK A3004,RCTP,2022-10-23T11:00:00Z,25.07,121.22,23.0,20.0,40,20,,5.59,30.029528,,,,,,TRUE,,,,VCSH,FEW,1200,BKN,1800,BKN,2500,,,MVFR,,,,,,,,,,,,METAR,33.0
RCSS 231100Z 05005KT 330V090 9999 -RA FEW012 SCT025 BKN040 23/20 Q1017 NOSIG RMK A3005 RA AMT 0.4MM,RCSS,2022-10-23T11:00:00Z,25.07,121.55,23.0,20.0,50,5,,6.21,30.029528,,,,,,TRUE,,,,-RA,FEW,1200,SCT,2500,BKN,4000,,,VFR,,,,,,,,,,,,METAR,8.0
RCNN 231100Z 02006KT 9999 FEW012 SCT025 BKN050 25/20 Q1012 RMK A2991,RCNN,2022-10-23T11:00:00Z,22.93,120.2,25.0,20.0,20,6,,6.21,29.88189,,,,,,,,,,,FEW,1200,SCT,2500,BKN,5000,,,VFR,,,,,,,,,,,,SPECI,15.0
RCMQ 231100Z 01013KT 9000 -RA FEW006 BKN025 BKN050 20/20 Q1014 NOSIG RMK A2996,RCMQ,2022-10-23T11:00:00Z,24.27,120.62,20.0,20.0,10,13,,5.59,29.940945,,,,,,TRUE,,,,-RA,FEW,600,BKN,2500,BKN,5000,,,MVFR,,,,,,,,,,,,SPECI,202.0
RCKH 231100Z 01003KT 350V060 8000 FEW015 SCT030 BKN150 28/23 Q1011 NOSIG RMK A2988,RCKH,2022-10-23T11:00:00Z,22.57,120.33,28.0,23.0,10,3,,4.97,29.852362,,,,,,TRUE,,,,,FEW,1500,SCT,3000,BKN,15000,,,MVFR,,,,,,,,,,,,METAR,6.0
RCFN 231100Z VRB02KT 9999 -RA SCT005 BKN015 OVC035 22/22 Q1015 NOSIG RMK A2999,RCFN,2022-10-23T11:00:00Z,22.77,121.1,22.0,22.0,0,2,,6.21,29.970472,,,,,,TRUE,,,,-RA,SCT,500,BKN,1500,OVC,3500,,,MVFR,,,,,,,,,,,,SPECI,42.0
PLCH 231100Z 10004KT 9999 SCT019 SCT040 26/23 Q1009,PLCH,2022-10-23T11:00:00Z,1.98,-157.35,26.0,23.0,100,4,,6.21,29.793306,,,,,,,,,,,SCT,1900,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,5.0
PKWA 231100Z AUTO 08008KT 10SM SCT018 SCT027 BKN120 27/24 A2986 RMK AO2 T02660238,PKWA,2022-10-23T11:00:00Z,8.72,167.72,26.6,23.8,80,8,,10.0,29.861221,,,TRUE,TRUE,,,,,,,SCT,1800,SCT,2700,BKN,12000,,,VFR,,,,,,,,,,,,SPECI,6.0
PASC 231100Z 10010KT 1 1/2SM BR OVC006 M07/M07 A3002 RMK AO2 I1001 T10671072 $,PASC,2022-10-23T11:00:00Z,70.2,-148.47,-6.7,-7.2,100,10,,1.5,30.02067,,,,TRUE,TRUE,,,,,BR,OVC,600,,,,,,,IFR,,,,,,,,,,,,SPECI,17.0
OTHH 231100Z 03008KT 010V070 CAVOK 34/15 Q1015 NOSIG,OTHH,2022-10-23T11:00:00Z,25.27,51.6,34.0,15.0,30,8,,6.21,29.970472,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
OTBD 231100Z 02008KT CAVOK 35/13 Q1015 NOSIG,OTBD,2022-10-23T11:00:00Z,25.25,51.57,35.0,13.0,20,8,,6.21,29.970472,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
OSLK 231100Z 01006KT 8000 SCT030 29/13 Q1017,OSLK,2022-10-23T11:00:00Z,35.4,35.95,29.0,13.0,10,6,,4.97,30.029528,,,,,,,,,,,SCT,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,47.0
OSKL 231100Z 24004KT CAVOK 24/05 Q1019,OSKL,2022-10-23T11:00:00Z,37.03,41.2,24.0,5.0,240,4,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,443.0
