No errors
No warnings
55 ms
data source=aircraftreports
1968 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2022-10-22T02:11:09Z,2022-10-22T02:09:00Z,,,,,,,AAL722,58.0667,-37.8667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,255,58,,AIREP,ARP AAL722 5804N 03752W 0209 F390 M59 255/58 5800N 03000W 0237 5600N 02000W KT N811AB DDL UAK 220209 L89A,
2022-10-22T02:30:38Z,2022-10-22T02:09:00Z,,,,,,,UPS214,58.0167,-29.7333,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,343,19,,AIREP,ARP UPS214 5801N02944W 0209 F320 5800N03000W 0210 5700N04000W MS47 343/19 KT N573UP QXT AOE 220210 F52A ,
2022-10-22T02:11:10Z,2022-10-22T02:09:00Z,,,,,,,LOT42,56.7333,-60.0333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,259,57,,AIREP,ARP LOT42 5644N 06002W 0209 F390 M47 259/57 5706N 05903W 0213 AVUTI KT SPLSE DDL YYR 220209 L46A,
2022-10-22T02:30:26Z,2022-10-22T02:09:00Z,,,,,,,CFG2017,55.95,-29.2167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,337,44,,AIREP,ARP CFG2017 5557N02913W 0209 F390 5500N02000W 0248 RESNO MS63 337/44 KT 9HSMD DDL XXH 220210 J81A ,
2022-10-22T02:30:24Z,2022-10-22T02:09:00Z,,,,,,,AUA66,55.9333,-29.0333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,328,53,,AIREP,ARP AUA66 5556N02902W 0209 F350 5459N02000W 0247 5459N01500W MS51 328/53 KT OELPC DDL XXF 220209 F34A ,
2022-10-22T02:12:40Z,2022-10-22T02:09:00Z,,,,,,,FIN6,55.6667,-50.9,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,262,62,,AIREP,ARP FIN6 5540N 05054W 0209 F380 M48 262/62 5600N 05000W 0214 6100N 04000W KT OHLTP DDL XXH 220209 J79A,
2022-10-22T02:30:26Z,2022-10-22T02:09:00Z,,,,,,,KLM290,54.8167,-32.4667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,319,81,,AIREP,ARP KLM290 5449N03228W 0209 F390 5459N03000W 0219 5359N02000W MS62 319/81 KT PHAKE QXT AME 220209 J60A ,
2022-10-22T02:12:40Z,2022-10-22T02:09:00Z,,,,,,,UAL14,54.15,-56.6667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,253,68,,AIREP,ARP UAL14 5409N 05640W 0209 F350 M51 253/68 5600N 05000W 0237 5800N 04000W KT N672UA DDL YYR 220209 F50A,
2022-10-22T02:11:10Z,2022-10-22T02:09:00Z,,,,,,,BAW5CA,53.65,-41.2833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,266,138,,AIREP,ARP BAW5CA 5339N 04117W 0209 F380 M57 266/138 5359N 03959W 0213 5459N 03000W KT GZBKM DDL XXH 220209 L44A,
2022-10-22T02:12:40Z,2022-10-22T02:09:00Z,,,,,,,VIR110,53.55,-35.3833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,299,108,,AIREP,ARP VIR110 5333N 03523W 0209 F390 M60 299/108 5359N 03000W 0232 5259N 02000W KT GVNYC DDL XXH 220209 J44A,
2022-10-22T02:11:10Z,2022-10-22T02:09:00Z,,,,,,,TOM047,52.15,-38.8833,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,291,101,,AIREP,ARP TOM047 5209N 03853W 0209 F410 M63 291/101 5300N 03000W 0245 5200N 02000W KT GTUIM QXT AME 220209 L08A,
2022-10-22T02:30:23Z,2022-10-22T02:09:00Z,,,,,,,N117MS,52.1,-23.25,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,1,52,,AIREP,ARP N117MS 5206N02315W 0209 F430 5200N02000W 0224 LIMRI MS57 001/52 KT N117MS QXT AME 220209 M14A ,
2022-10-22T02:10:12Z,2022-10-22T02:09:00Z,,,,,,,DLH427,51.9833,-30.1167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,337,95,,AIREP,ARP DLH427 5159N 03007W 0209 F350 M51 337/95 5200N 03000W 0209 5059N 02000W KT DAIGL DDL XXF 220209 J70A,
2022-10-22T02:30:24Z,2022-10-22T02:09:00Z,,,,,,,EIN1BL,51.8667,-31.95,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,326,108,,AIREP,ARP EIN1BL 5152N03157W 0209 F360 5159N03000W 0218 5059N02000W MS53 326/108 KT EILRB DDL IG1 220209 J27A ,
2022-10-22T02:11:10Z,2022-10-22T02:09:00Z,,,,,,,BAW2CM,51.55,-45.3333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,262,134,,AIREP,ARP BAW2CM 5133N 04520W 0209 F390 M60 262/134 5300N 04000W 0231 5400N 03000W KT GXLED DDL XXH 220209 J04A,
2022-10-22T02:11:10Z,2022-10-22T02:09:00Z,,,,,,,EIN11P,50.9333,-30.9833,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,337,104,,AIREP,ARP EIN11P 5056N 03059W 0209 F330 M46 337/104 5059N 03000W 0214 4959N 02000W KT EILRG DDL IG1 220209 J36A,
2022-10-22T02:30:24Z,2022-10-22T02:09:00Z,,,,,,,MSR986,50.0167,-17.5167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,165,17,,AIREP,ARP MSR986 5001N01731W 0209 F350 4959N01500W 0221 4959N01400W MS51 165/17 KT SUGDR DDL XXN 220209 F58A ,
2022-10-22T02:30:24Z,2022-10-22T02:09:00Z,,,,,,,BCS385,49.7,-23.85,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,4,60,,AIREP,ARP BCS385 4942N02351W 0209 F410 4959N02000W 0227 4959N01500W MS52 004/60 KT OOSEA DDL XXN 220209 J27A ,
2022-10-22T02:10:12Z,2022-10-22T02:09:00Z,,,,,,,UAL30,49.1,-33.5833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,330,106,,AIREP,ARP UAL30 4906N 03335W 0209 F350 M50 330/106 4900N 03000W 0224 4900N 02000W KT N229UA DDL XXN 220209 F79A,
2022-10-22T02:30:23Z,2022-10-22T02:09:00Z,,,,,,,UAL992,49.0833,-35.0333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,322,95,,AIREP,ARP UAL992 4905N03502W 0209 F350 4858N03000W 0232 4858N02000W MS50 322/95 KT N66051 DDL XXN 220209 F42A ,
2022-10-22T02:11:10Z,2022-10-22T02:09:00Z,,,,,,,TOM157,47.4,-44.7833,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,275,91,,AIREP,ARP TOM157 4724N 04447W 0209 F400 M60 275/91 5000N 04000W 0236 5200N 03000W KT GTUIA QXT AME 220209 L80A,
2022-10-22T02:10:12Z,2022-10-22T02:08:00Z,,,,,,,ACA886,61.05,-37.7833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,345,47,,AIREP,ARP ACA886 6103N 03747W 0208 F390 M57 345/47 6059N 03000W 0235 5959N 02001W KT CFVLU DDL KUS 220208 L70A,
2022-10-22T02:10:12Z,2022-10-22T02:08:00Z,,,,,,,UAL40,60.0333,-37.6167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,245,45,,AIREP,ARP UAL40 6002N 03737W 0208 F350 M57 245/45 5958N 03000W 0235 5858N 02001W KT N2747U DDL KEF 220208 F85A,
2022-10-22T02:10:12Z,2022-10-22T02:08:00Z,,,,,,,AMX008,59.65,-52.1833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,237,42,,AIREP,ARP AMX008 5939N 05211W 0208 F360 M42 237/42 URTAK 0233 LOMTA KT N783AM DDL UAK 220208 L97A,
2022-10-22T02:10:12Z,2022-10-22T02:08:00Z,,,,,,,FPY410,59.45,-59.25,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,259,52,,AIREP,ARP FPY410 5927N 05915W 0208 F350 M47 259/52 PIDSO 0216 6200N 05000W KT TFAEW DDL IG1 220208 J37A,
2022-10-22T02:30:01Z,2022-10-22T02:08:00Z,,,,,,,DLH433,58.2833,-32.15,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,221,19,,AIREP,ARP DLH433 5817N03209W 0208 F340 5800N03000W 0216 5700N02000W MS52 221/19 KT DABYT DDL XXF 220208 F27A ,
2022-10-22T02:11:09Z,2022-10-22T02:08:00Z,,,,,,,SAS908,56.7,-56.9167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,260,61,,AIREP,ARP SAS908 5642N 05655W 0208 F390 M48 260/61 5800N 05000W 0235 6100N 04000W KT LNRKM DDL YYR 220209 J53A,
2022-10-22T02:30:01Z,2022-10-22T02:08:00Z,,,,,,,UAL91,56.4333,-10.4333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,29,22,,AIREP,ARP UAL91 5626N01026W 0208 F360 SUNOT 0227 5801N02000W MS59 029/22 KT N17002 DDL SYY 220208 L18A ,
2022-10-22T02:30:01Z,2022-10-22T02:08:00Z,,,,,,,KLM642,54.0,-19.5167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,10,30,,AIREP,ARP KLM642 5400N01931W 0208 F390 5359N01500W 0228 5359N01400W MS53 010/30 KT PHBKA QXT EUA 220208 L88A ,
2022-10-22T02:30:01Z,2022-10-22T02:08:00Z,,,,,,,VIR110,53.5333,-35.65,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,297,109,,AIREP,ARP VIR110 5332N03539W 0208 F390 5359N03000W 0232 5259N02000W MS60 297/109 KT GVNYC DDL XXH 220208 J42A ,
2022-10-22T02:10:12Z,2022-10-22T02:08:00Z,,,,,,,JBU1620,53.1667,-38.5833,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,280,98,,AIREP,ARP JBU1620 5310N 03835W 0208 F340 M50 280/98 5358N 03000W 0244 5258N 02000W KT N4062J QXT IGW 220208 J57A,
2022-10-22T02:10:12Z,2022-10-22T02:08:00Z,,,,,,,JBU2104,53.1333,-38.8,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,282,102,,AIREP,ARP JBU2104 5308N 03848W 0208 F350 M52 282/102 5358N 03000W 0242 5258N 02000W KT N2105J QXT IGW 220208 J47A,
2022-10-22T02:09:59Z,2022-10-22T02:08:00Z,,,,,,,DLH403,52.5833,-35.2333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,303,114,,AIREP,ARP DLH403 5235N 03514W 0208 F370 M55 303/114 5300N 03000W 0228 5200N 02000W KT DABYA DDL XXF 220208 F53A,
2022-10-22T02:30:04Z,2022-10-22T02:08:00Z,,,,,,,DLH421,51.6833,-25.9667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,350,97,,AIREP,ARP DLH421 5141N02558W 0208 F360 5059N02000W 0235 5059N01500W MS52 350/97 KT DABVM DDL XXF 220209 F59A ,
2022-10-22T02:09:59Z,2022-10-22T02:08:00Z,,,,,,,DAL258,51.0833,-39.45,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,285,96,,AIREP,ARP DAL258 5105N 03927W 0208 F350 M49 285/96 5200N 03000W 0249 5100N 02000W KT N816NW DDL IG1 220208 J70A,
2022-10-22T02:30:01Z,2022-10-22T02:08:00Z,,,,,,,CRL901,50.7,-26.2,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,354,100,,AIREP,ARP CRL901 5042N02612W 0208 F380 4958N02000W 0238 SOMAX MS57 354/100 KT FHROK QXT EUA 220208 J83A ,
2022-10-22T02:30:24Z,2022-10-22T02:08:00Z,,,,,,,DAL112,50.3,-22.3,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,1,50,,AIREP,ARP DAL112 5018N02218W 0208 F380 4959N02000W 0220 4959N01500W MS49 001/50 KT N821NW DDL IG1 220209 J26A ,
2022-10-22T02:30:01Z,2022-10-22T02:08:00Z,,,,,,,DAL82,50.0333,-17.5,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,51,14,,AIREP,ARP DAL82 5002N01730W 0208 F370 SOMAX 0221 ATSUR MS55 051/14 KT N823NW DDL IG1 220208 J80A ,
2022-10-22T02:30:32Z,2022-10-22T02:08:00Z,,,,,,,UAL964,49.0167,-21.55,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,17,37,,AIREP,ARP UAL964 4901N02133W 0208 F370 4858N02000W 0216 4858N01500W MS49 017/37 KT N647UA DDL XXN 220210 F86A ,
2022-10-22T02:09:59Z,2022-10-22T02:08:00Z,,,,,,,DAL28,46.75,-54.7333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,236,112,,AIREP,ARP DAL28 4645N 05444W 0208 F360 M52 236/112 NICSO 0220 4800N 05000W KT N836MH QXS YJT 220208 F25A,
2022-10-22T02:10:12Z,2022-10-22T02:08:00Z,,,,,,,OCN3A,39.7833,-55.1333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,231,38,,AIREP,ARP OCN3A 3947N 05508W 0208 F390 M57 231/38 4400N 05000W 0248 4800N 04000W KT DAFYQ DDL XXN 220208 J03A,
2022-10-22T02:18:08Z,2022-10-22T02:08:00Z,,,,,,,C56X,36.6011,-121.8806,0,OVC,1100,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIREP,MRY UA /OV KMRY280002/TM 0208/FLDURGD/TP C56X/SK OVC011-TOP019,
2022-10-22T02:32:41Z,2022-10-22T02:08:00Z,,,,,,,SVA834,22.6667,61.9833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,276,26,,AIREP,ARP SVA834 2240N 06159E 0208 F370 M49 276/26,
2022-10-22T02:34:08Z,2022-10-22T02:08:00Z,,,,,,,THA504,20.0,72.3667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,290,37,,AIREP,ARP THA504 2000N 07222E 0208 F390 M52 290/37,
2022-10-22T02:31:42Z,2022-10-22T02:08:00Z,,,,,,,QTR988,10.3333,68.5833,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,-32,80,17,,AIREP,ARP QTR988 1020N 06835E 0208 F310 M32 080/17,
2022-10-22T02:29:58Z,2022-10-22T02:07:00Z,,,,,,,UAL3,58.1,-25.0833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,4,68,,AIREP,ARP UAL3 5806N02505W 0207 F380 5800N02000W 0229 SUNOT MS55 004/68 KT N676UA DDL KEF 220207 F28A ,
2022-10-22T02:08:46Z,2022-10-22T02:07:00Z,,,,,,,UAL972,57.5833,-60.4333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,257,53,,AIREP,ARP UAL972 5735N 06026W 0207 F370 M48 257/53 URTAK 0217 6000N 05000W KT N13013 DDL YYR 220207 L73A,
2022-10-22T02:09:59Z,2022-10-22T02:07:00Z,,,,,,,DLH471,54.6667,-60.3,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,261,58,,AIREP,ARP DLH471 5440N 06018W 0207 F370 M49 261/58 ENNSO 0221 5700N 05000W KT DABTL DDL YYR 220207 F40A,
2022-10-22T02:09:59Z,2022-10-22T02:07:00Z,,,,,,,BAW6W,54.15,-34.65,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,303,92,,AIREP,ARP BAW6W 5409N 03439W 0207 F390 M58 303/92 5430N 03000W 0226 5330N 02000W KT GVIIN DDL XXH 220207 F46A,
2022-10-22T02:29:58Z,2022-10-22T02:07:00Z,,,,,,,AAL100,53.9167,-29.0833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,329,66,,AIREP,ARP AAL100 5355N02905W 0207 F370 5258N02000W 0247 5258N01500W MS56 329/66 KT N730AN DDL XXN 220207 F92A ,
2022-10-22T02:08:46Z,2022-10-22T02:07:00Z,,,,,,,VIR46K,52.5167,-41.8667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,269,136,,AIREP,ARP VIR46K 5231N 04152W 0207 F390 M61 269/136 5259N 04000W 0215 5359N 03000W KT GVGEM DDL XXH 220207 J69A,
2022-10-22T02:09:59Z,2022-10-22T02:07:00Z,,,,,,,BCS301,52.45,-42.1,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,268,134,,AIREP,ARP BCS301 5227N 04206W 0207 F380 M58 268/134 5259N 04000W 0216 5359N 03000W KT DALMD DDL XXF 220207 J74A,
2022-10-22T02:09:59Z,2022-10-22T02:07:00Z,,,,,,,RCH831,51.6333,-48.2167,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,254,132,,AIREP,ARP RCH831 5138N 04813W 0207 F310 M40 254/132 5400N 04000W 0241 5500N 03000W KT 77178A DDL XXN 220207 F35A,
2022-10-22T02:08:46Z,2022-10-22T02:07:00Z,,,,,,,JBU43,50.5,-48.5,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,250,127,,AIREP,ARP JBU43 5030N 04830W 0207 F350 M50 250/127 5258N 03959W 0244 5358N 03000W KT N4058J QXS YYT 220207 J46A,
2022-10-22T02:09:59Z,2022-10-22T02:07:00Z,,,,,,,DAL58,50.25,-42.8333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,273,103,,AIREP,ARP DAL58 5015N 04250W 0207 F350 M49 273/103 5059N 04000W 0220 5159N 03000W KT N835MH QXT AOE 220207 F64A,
2022-10-22T02:29:58Z,2022-10-22T02:07:00Z,,,,,,,UAL989,49.1,-26.3167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,351,115,,AIREP,ARP UAL989 4906N02619W 0207 F350 4900N02000W 0237 BEDRA MS50 351/115 KT N2352U DDL XXH 220207 F94A ,
2022-10-22T02:09:59Z,2022-10-22T02:07:00Z,,,,,,,AAL68,45.3167,-43.9667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,283,64,,AIREP,ARP AAL68 4519N 04358W 0207 F380 M56 283/64 4559N 04000W 0226 4659N 03000W KT N840AN DDL XXH 220207 L07A,
2022-10-22T02:18:08Z,2022-10-22T02:07:00Z,,,,,,,A333,43.1568,-86.8147,38000,,,,,,,,NEG,36000,38000,,,,,,,,,,,,,,,,,,,,,PIREP,MKG UA /OV MKG270034/TM 0207/FL380/TP A333/TB NEG 360-380,
2022-10-22T02:31:42Z,2022-10-22T02:07:00Z,,,,,,,UPS76,20.8167,66.65,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,300,27,,AIREP,ARP UPS76 2049N 06639E 0207 F390 M51 300/27,
2022-10-22T02:14:53Z,2022-10-22T02:06:00Z,,,,,,,ACA876,59.6167,-25.0667,38600,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,356,54,,AIREP,ARP ACA876 5937N02504W 0206 F386 5900N02000W 0227 SUNOT MS61 356/54 KT CGFUR DDL XXI 220206 J84A ,
2022-10-22T02:07:49Z,2022-10-22T02:06:00Z,,,,,,,AFR379,57.0833,-46.2167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,223,69,,AIREP,ARP AFR379 5705N 04613W 0206 F350 M46 223/69 5659N 04000W 0229 5659N 03000W KT FGSPF DDL UAK 220206 F45A,
2022-10-22T02:14:50Z,2022-10-22T02:06:00Z,,,,,,,UAL970,56.55,-24.6667,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,0,53,,AIREP,ARP UAL970 5633N02440W 0206 F410 5559N02000W 0225 5559N01500W MS56 000/53 KT N45905 DDL XXN 220206 L21A ,
2022-10-22T02:14:53Z,2022-10-22T02:06:00Z,,,,,,,AUA90,55.3333,-22.5,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,14,38,,AIREP,ARP AUA90 5520N02230W 0206 F390 5500N02000W 0217 RESNO MS54 014/38 KT OELPB DDL XXF 220206 F40A ,
2022-10-22T02:07:49Z,2022-10-22T02:06:00Z,,,,,,,BEL52B,53.8667,-32.0,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,321,91,,AIREP,ARP BEL52B 5352N 03200W 0206 F390 M63 321/91 5400N 03000W 0214 5300N 02000W KT OOSFD QXT AOE 220206 J71A,
2022-10-22T02:14:53Z,2022-10-22T02:06:00Z,,,,,,,AUA94,52.8667,-32.1667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,328,106,,AIREP,ARP AUA94 5252N03210W 0206 F370 5300N03000W 0216 5200N02000W MS55 328/106 KT OELAE DDL XXN 220206 F41A ,
2022-10-22T02:07:49Z,2022-10-22T02:06:00Z,,,,,,,AFR351,52.65,-44.9667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,260,130,,AIREP,ARP AFR351 5239N 04458W 0206 F390 M57 260/130 5359N 04000W 0226 5459N 03000W KT FHTYP QXT AME 220206 J82A,
2022-10-22T02:14:50Z,2022-10-22T02:06:00Z,,,,,,,DAL224,51.5833,-35.1667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,308,103,,AIREP,ARP DAL224 5135N03510W 0206 F360 5159N03000W 0228 5059N02000W MS53 308/103 KT N820NW DDL IG1 220206 J50A ,
2022-10-22T02:29:58Z,2022-10-22T02:06:00Z,,,,,,,DAL262,51.5667,-35.1333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,308,112,,AIREP,ARP DAL262 5134N03508W 0206 F370 5158N03000W 0228 5058N02000W MS56 308/112 KT N818NW DDL IG1 220207 J53A ,
2022-10-22T02:07:49Z,2022-10-22T02:06:00Z,,,,,,,DAL262,51.5667,-35.1833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,307,112,,AIREP,ARP DAL262 5134N 03511W 0206 F370 M56 307/112 5158N 03000W 0228 5058N 02000W KT N818NW DDL IG1 220206 J52A,
2022-10-22T02:07:49Z,2022-10-22T02:06:00Z,,,,,,,BAW20R,51.5667,-48.4,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,254,139,,AIREP,ARP BAW20R 5134N 04824W 0206 F390 M55 254/139 5400N 04000W 0239 5500N 03000W KT GXLEK DDL XXH 220206 J18A,
2022-10-22T02:08:46Z,2022-10-22T02:06:00Z,,,,,,,QTR8158,51.4167,-42.25,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,270,112,,AIREP,ARP QTR8158 5125N 04215W 0206 F350 M48 270/112 5159N 04000W 0216 5259N 03000W KT A7BFO QXT AOE 220206 F74A,
2022-10-22T02:08:46Z,2022-10-22T02:06:00Z,,,,,,,DAL86,50.5167,-45.4833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,262,119,,AIREP,ARP DAL86 5031N 04529W 0206 F360 M52 262/119 5200N 04000W 0230 5300N 03000W KT N858NW DDL IG1 220207 J08A,
2022-10-22T02:07:49Z,2022-10-22T02:06:00Z,,,,,,,DAL140,49.45,-48.6167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,256,117,,AIREP,ARP DAL140 4927N 04837W 0206 F360 M52 256/117 5158N 03959W 0245 5258N 03000W KT N1602 QXS YYT 220206 F09A,
2022-10-22T02:08:46Z,2022-10-22T02:06:00Z,,,,,,,DAL98,49.4333,-45.6667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,264,105,,AIREP,ARP DAL98 4926N 04540W 0206 F360 M52 264/105 5059N 04000W 0232 5159N 03000W KT N419DX DDL IG1 220207 J64A,
2022-10-22T02:08:46Z,2022-10-22T02:06:00Z,,,,,,,UAL19,48.35,-45.9167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,266,94,,AIREP,ARP UAL19 4821N 04555W 0206 F360 M51 266/94 4959N 04000W 0233 5059N 03000W KT N783UA DDL YYT 220206 F68A,
2022-10-22T02:07:49Z,2022-10-22T02:06:00Z,,,,,,,DAL72,47.5667,-51.75,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,246,106,,AIREP,ARP DAL72 4734N 05145W 0206 F360 M52 246/106 4800N 05000W 0214 5100N 04000W KT N802NW DDL YYT 220206 J14A,
2022-10-22T02:08:46Z,2022-10-22T02:06:00Z,,,,,,,DAL108,46.05,-45.2167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,265,63,,AIREP,ARP DAL108 4603N 04513W 0206 F350 M48 265/63 4658N 04000W 0231 4558N 03001W KT N828MH QXT AOE 220206 F36A,
2022-10-22T02:08:46Z,2022-10-22T02:06:00Z,,,,,,,BAW63H,45.5333,-54.5833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,243,106,,AIREP,ARP BAW63H 4532N 05435W 0206 F390 M58 243/106 4625N 05156W 0219 4700N 05000W KT GVIIP DDL YYT 220206 F42A,
2022-10-22T02:14:53Z,2022-10-22T02:06:00Z,,,,,,,KLM714,44.75,-14.3333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,215,43,,AIREP,ARP KLM714 4445N01420W 0206 F370 GONAN 0208 4839N00930W MS49 215/43 KT PHBVB QXT EUA 220206 F20A ,
2022-10-22T02:16:14Z,2022-10-22T02:06:00Z,,,,,,,B738,43.1693,-86.0394,34000,,,,,,,,NEG,,,,,,,,,,,,,,,,,,,,,,,PIREP,MKG UA /OV MKG/TM 0206/FL340/TP B738/TB NEG,
2022-10-22T02:34:08Z,2022-10-22T02:06:00Z,,,,,,,UAE346,17.1333,74.4167,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-37,248,14,,AIREP,ARP UAE346 1708N 07425E 0206 F330 M37 248/14,
2022-10-22T02:08:46Z,2022-10-22T02:05:00Z,,,,,,,UAL956,60.1,-35.4333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,249,29,,AIREP,ARP UAL956 6006N 03526W 0205 F350 M55 249/29 6000N 03000W 0225 5900N 02000W KT N677UA DDL XXN 220205 F94A,
2022-10-22T02:07:49Z,2022-10-22T02:05:00Z,,,,,,,QTR8848,59.15,-54.9167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,264,58,,AIREP,ARP QTR8848 5909N 05455W 0205 F360 M44 264/58 5829N 05801W 0219 5653N 06211W KT A7BFB QXT AOE 220205 F59A,
2022-10-22T02:06:51Z,2022-10-22T02:05:00Z,,,,,,,AAL86,58.85,-42.1333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,234,60,,AIREP,ARP AAL86 5851N 04208W 0205 F380 M53 234/60 5900N 04000W 0212 5900N 03000W KT N828AA DDL UAK 220205 L46A,
2022-10-22T02:07:49Z,2022-10-22T02:05:00Z,,,,,,,UAL70,58.0333,-31.2333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,263,25,,AIREP,ARP UAL70 5802N 03114W 0205 F370 M60 263/25 5759N 03000W 0210 5659N 02000W KT N792UA DDL KEF 220206 F72A,
2022-10-22T02:07:00Z,2022-10-22T02:05:00Z,,,,,,,DAL160,56.5,-43.0333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,242,73,,AIREP,ARP DAL160 5630N 04302W 0205 F390 M53 242/73 5700N 04000W 0216 5700N 03000W KT N403DX DDL UAK 220205 J10A,
