No errors
No warnings
312 ms
data source=metars
4685 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KCZT 220235Z AUTO 17004KT 10SM CLR 17/12 A2992 RMK AO2,KCZT,2022-10-22T02:35:00Z,28.52,-99.82,17.0,12.0,170,4,,10.0,29.920275,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,176.0
KCZL 220235Z AUTO 00000KT 10SM CLR 07/04 A3015 RMK AO2,KCZL,2022-10-22T02:35:00Z,34.47,-84.93,7.0,4.0,0,0,,10.0,30.15059,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,197.0
KCXU 220235Z AUTO 00000KT 10SM CLR 08/04 A3014 RMK AO1 T00810039,KCXU,2022-10-22T02:35:00Z,31.22,-84.23,8.1,3.9,0,0,,10.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,48.0
KCXP 220235Z AUTO 21009G30KT 10SM CLR 19/M05 A2991 RMK AO2,KCXP,2022-10-22T02:35:00Z,39.18,-119.73,19.0,-5.0,210,9,30,10.0,29.911417,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1431.0
KCXE 220235Z AUTO 00000KT 10SM CLR 07/02 A3018 RMK AO1 T00680020,KCXE,2022-10-22T02:35:00Z,36.78,-78.5,6.8,2.0,0,0,,10.0,30.180119,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,154.0
KCWV 220235Z AUTO 00000KT 10SM CLR 07/05 A3015 RMK AO2 T00720053,KCWV,2022-10-22T02:35:00Z,32.2,-81.87,7.2,5.3,0,0,,10.0,30.15059,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,32.0
KCWC 220235Z AUTO 18012G17KT 10SM CLR 24/02 A2975 RMK AO2 T02430023,KCWC,2022-10-22T02:35:00Z,33.85,-98.48,24.3,2.3,180,12,17,10.0,29.749016,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,304.0
KCVX 220235Z AUTO 21004KT 10SM CLR 13/06 A2966 RMK AO2 T01300058,KCVX,2022-10-22T02:35:00Z,45.3,-85.27,13.0,5.8,210,4,,10.0,29.660433,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,196.0
KCVH 220235Z AUTO 26008G13KT 10SM CLR 13/10 A2988 RMK A01,KCVH,2022-10-22T02:35:00Z,36.9,-121.42,13.0,10.0,260,8,13,10.0,29.878937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,68.0
KCVC 220235Z AUTO 00000KT 10SM CLR 07/03 A3014 RMK AO2,KCVC,2022-10-22T02:35:00Z,33.63,-83.85,7.0,3.0,0,0,,10.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,240.0
KCUH 220235Z AUTO 18007G14KT 10SM CLR 24/04 A2970 RMK AO2 T02360042,KCUH,2022-10-22T02:35:00Z,35.95,-96.77,23.6,4.2,180,7,14,10.0,29.698818,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,274.0
KCTZ 220235Z AUTO 00000KT 10SM SCT050 10/08 A3017 RMK AO2 T00950076,KCTZ,2022-10-22T02:35:00Z,34.98,-78.37,9.5,7.6,0,0,,10.0,30.171259,,,TRUE,TRUE,,,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,43.0
KCTY 220235Z AUTO 00000KT 10SM CLR 07/04 A3013 RMK AO2 T00750042,KCTY,2022-10-22T02:35:00Z,29.63,-83.1,7.5,4.2,0,0,,10.0,30.129921,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
KCTJ 220235Z AUTO 00000KT 10SM CLR 07/04 A3017 RMK AO2 T00710042,KCTJ,2022-10-22T02:35:00Z,33.63,-85.15,7.1,4.2,0,0,,10.0,30.171259,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,351.0
KCSQ 220235Z AUTO 10005KT 5SM HZ CLR 16/02 A2962 RMK AO2,KCSQ,2022-10-22T02:35:00Z,41.02,-94.37,16.0,2.0,100,5,,5.0,29.619095,,,TRUE,TRUE,,,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,394.0
KCRX 220235Z AUTO 16009KT 10SM CLR 18/10 A2999 RMK AO2,KCRX,2022-10-22T02:35:00Z,34.92,-88.6,18.0,10.0,160,9,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,128.0
KCQW 220235Z AUTO 00000KT 10SM CLR 05/02 A3016 RMK AO2 PWINO,KCQW,2022-10-22T02:35:00Z,34.72,-79.95,5.0,2.0,0,0,,10.0,30.159449,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,67.0
KCQF 220235Z AUTO 00000KT 10SM CLR 11/09 A3011 RMK AO2,KCQF,2022-10-22T02:35:00Z,30.47,-87.88,11.0,9.0,0,0,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
KCQB 220235Z AUTO 16012G19KT 10SM CLR 24/05 A2972 RMK AO2 T02350052,KCQB,2022-10-22T02:35:00Z,35.72,-96.82,23.5,5.2,160,12,19,10.0,29.719488,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,298.0
KCPW 220235Z AUTO 22027G36KT 10SM CLR 00/M07 A3023 RMK AO2,KCPW,2022-10-22T02:35:00Z,37.45,-106.8,0.0,-7.0,220,27,36,10.0,30.230314,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3570.0
KCPU 220235Z AUTO 00000KT 10SM CLR 22/08 A2983 RMK AO2 T02230078,KCPU,2022-10-22T02:35:00Z,38.15,-120.65,22.3,7.8,0,0,,10.0,29.828741,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,400.0
KCPT 220235Z AUTO 17011KT 10SM CLR 24/08 A2986 RMK A01,KCPT,2022-10-22T02:35:00Z,32.35,-97.43,24.0,8.0,170,11,,10.0,29.861221,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,260.0
KCPK 220235Z AUTO 00000KT 06/05 A3019 RMK AO2 T00630053,KCPK,2022-10-22T02:35:00Z,36.67,-76.32,6.3,5.3,0,0,,,30.188976,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,4.0
KCPC 220235Z AUTO 00000KT 10SM CLR 08/06 A3017 RMK AO2 T00810059,KCPC,2022-10-22T02:35:00Z,34.28,-78.72,8.1,5.9,0,0,,10.0,30.171259,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,27.0
KCOQ 220235Z AUTO 00000KT 10SM CLR 07/01 A2959 RMK AO2 TSNO,KCOQ,2022-10-22T02:35:00Z,46.7,-92.5,7.0,1.0,0,0,,10.0,29.589567,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,390.0
KCOM 220235Z AUTO 20009KT 10SM CLR 23/05 A2987 RMK AO2 T02250045,KCOM,2022-10-22T02:35:00Z,31.83,-99.4,22.5,4.5,200,9,,10.0,29.870079,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,516.0
KCNI 220235Z AUTO 04005KT 10SM CLR 08/02 A3016 RMK AO2 T00830018,KCNI,2022-10-22T02:35:00Z,34.32,-84.42,8.3,1.8,40,5,,10.0,30.159449,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,371.0
KCNC 220235Z AUTO 16007KT 10SM CLR 17/03 A2962 RMK AO2,KCNC,2022-10-22T02:35:00Z,41.02,-93.37,17.0,3.0,160,7,,10.0,29.619095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,319.0
KCNB 220235Z AUTO 16004KT 10SM CLR 11/01 A2959 RMK AO2 T01060007,KCNB,2022-10-22T02:35:00Z,44.73,-96.27,10.6,0.7,160,4,,10.0,29.589567,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,363.0
KCMR 220235Z AUTO 16006KT 10SM CLR 08/02 A3009 RMK AO2,KCMR,2022-10-22T02:35:00Z,35.3,-112.2,8.0,2.0,160,6,,10.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2039.0
KCMD 220235Z AUTO 17007KT 10SM CLR 16/06 A3009 RMK AO2,KCMD,2022-10-22T02:35:00Z,34.27,-86.85,16.0,6.0,170,7,,10.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,294.0
KCLW 220235Z AUTO 00000KT 10SM CLR 16/09 A3008 RMK AO2,KCLW,2022-10-22T02:35:00Z,27.98,-82.75,16.0,9.0,0,0,,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
KCLS 220235Z AUTO 00000KT 10SM -RA SCT018 BKN033 OVC044 07/07 A2967 RMK AO2,KCLS,2022-10-22T02:35:00Z,46.68,-122.98,7.0,7.0,0,0,,10.0,29.66929,,,TRUE,TRUE,,,,,,-RA,SCT,1800,BKN,3300,OVC,4400,,,VFR,,,,,,,,,,,,METAR,52.0
KCLI 220235Z AUTO 00000KT 10SM CLR 08/04 A2967 RMK AO2 T00840036,KCLI,2022-10-22T02:35:00Z,44.62,-88.73,8.4,3.6,0,0,,10.0,29.66929,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,248.0
KCKZ 220235Z AUTO 00000KT 10SM CLR 05/03 A3019 RMK AO2,KCKZ,2022-10-22T02:35:00Z,40.38,-75.28,5.0,3.0,0,0,,10.0,30.188976,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,160.0
KCKP 220235Z AUTO 00000KT 10SM CLR 09/01 A2960 RMK AO2 T00880006,KCKP,2022-10-22T02:35:00Z,42.73,-95.55,8.8,0.6,0,0,,10.0,29.601377,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,369.0
KCKN 220235Z AUTO 22003KT 10SM SCT080 11/M01 A2957 RMK AO2,KCKN,2022-10-22T02:35:00Z,47.85,-96.62,11.0,-1.0,220,3,,10.0,29.568897,,,TRUE,TRUE,,,,,,,SCT,8000,,,,,,,VFR,,,,,,,,,,,,METAR,272.0
KCKM 220235Z AUTO 16008KT 10SM FEW044 BKN055 BKN060 21/11 A2995 RMK A01,KCKM,2022-10-22T02:35:00Z,34.3,-90.52,21.0,11.0,160,8,,10.0,29.949802,,,TRUE,TRUE,,,,,,,FEW,4400,BKN,5500,BKN,6000,,,VFR,,,,,,,,,,,,METAR,52.0
KCKI 220235Z AUTO 00000KT 10SM CLR 06/03 A3016 RMK AO2,KCKI,2022-10-22T02:35:00Z,33.72,-79.85,6.0,3.0,0,0,,10.0,30.159449,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,19.0
KCKF 220235Z AUTO 00000KT 10SM CLR 08/04 A3015 RMK AO2 T00810035,KCKF,2022-10-22T02:35:00Z,31.98,-83.77,8.1,3.5,0,0,,10.0,30.15059,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,92.0
KCJR 220235Z AUTO 00000KT 10SM CLR 04/02 A3018 RMK AO2 T00440021,KCJR,2022-10-22T02:35:00Z,38.53,-77.87,4.4,2.1,0,0,,10.0,30.180119,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90.0
KCIR 220235Z AUTO 19004KT 10SM CLR 17/09 A2990 RMK AO2 T01660091,KCIR,2022-10-22T02:35:00Z,37.07,-89.22,16.6,9.1,190,4,,10.0,29.899607,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,96.0
KCIN 220235Z AUTO 00000KT 5SM CLR 07/01 A2959 RMK AO2,KCIN,2022-10-22T02:35:00Z,42.03,-94.78,7.0,1.0,0,0,,5.0,29.589567,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,365.0
KCGE 220235Z AUTO 15003KT 10SM CLR 07/07 A3019 RMK A01,KCGE,2022-10-22T02:35:00Z,38.53,-76.03,7.0,7.0,150,3,,10.0,30.188976,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
KCGC 220235Z AUTO 00000KT 10SM CLR 10/06 A3011 RMK AO2,KCGC,2022-10-22T02:35:00Z,28.87,-82.57,10.0,6.0,0,0,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KCFS 220235Z AUTO 20009G15KT 10SM CLR 17/02 A2978 RMK AO2 T01700024,KCFS,2022-10-22T02:35:00Z,43.47,-83.45,17.0,2.4,200,9,15,10.0,29.778543,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,214.0
KCFJ 220235Z AUTO 17007KT 10SM CLR 12/M01 A2989 RMK AO2 T01161015,KCFJ,2022-10-22T02:35:00Z,39.98,-86.92,11.6,-1.5,170,7,,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,243.0
KCFE 220235Z AUTO 00000KT 10SM BKN018 OVC050 07/01 A2961 RMK AO2,KCFE,2022-10-22T02:35:00Z,45.17,-93.85,7.0,1.0,0,0,,10.0,29.610237,,,TRUE,TRUE,,,,,,,BKN,1800,OVC,5000,,,,,MVFR,,,,,,,,,,,,METAR,292.0
KCFD 220235Z AUTO 17012KT 10SM CLR 23/14 A2997 RMK AO2 T02280140,KCFD,2022-10-22T02:35:00Z,30.72,-96.33,22.8,14.0,170,12,,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,106.0
KCEY 220235Z AUTO VRB06G11KT 10SM CLR 19/09 A2995 RMK A01,KCEY,2022-10-22T02:35:00Z,36.67,-88.37,19.0,9.0,0,6,11,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,172.0
KCDN 220235Z AUTO 00000KT 10SM CLR 07/02 A3016 RMK AO2,KCDN,2022-10-22T02:35:00Z,34.28,-80.57,7.0,2.0,0,0,,10.0,30.159449,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90.0
KCDI 220235Z AUTO 00000KT 10SM CLR 03/02 A3006 RMK AO2 T00270022,KCDI,2022-10-22T02:35:00Z,39.97,-81.58,2.7,2.2,0,0,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,241.0
KCDH 220235Z AUTO 00000KT 10SM CLR 16/14 A2991 RMK AO2,KCDH,2022-10-22T02:35:00Z,33.62,-92.77,16.0,14.0,0,0,,10.0,29.911417,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,38.0
KCDD 220235Z AUTO 00000KT 10SM SCT120 03/01 A2958 RMK AO2,KCDD,2022-10-22T02:35:00Z,48.27,-92.48,3.0,1.0,0,0,,10.0,29.58071,,,TRUE,TRUE,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,344.0
KCDA 220235Z AUTO 13006KT 10SM 07/M02 A3013 RMK AO2 T00711018,KCDA,2022-10-22T02:35:00Z,44.57,-72.02,7.1,-1.8,130,6,,10.0,30.129921,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,357.0
KCCY 220235Z AUTO 07005KT 7SM CLR 11/01 A2964 RMK AO2,KCCY,2022-10-22T02:35:00Z,43.07,-92.62,11.0,1.0,70,5,,7.0,29.639763,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,340.0
KCCU 220235Z AUTO 25011G17KT 10SM CLR 02/M10 A3015 RMK AO2,KCCU,2022-10-22T02:35:00Z,39.48,-106.15,2.0,-10.0,250,11,17,10.0,30.15059,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3672.0
KCCO 220235Z AUTO 00000KT 10SM CLR 10/04 A3013 RMK AO2 T00950037,KCCO,2022-10-22T02:35:00Z,33.32,-84.77,9.5,3.7,0,0,,10.0,30.129921,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,290.0
KCCA 220235Z AUTO 00000KT 10SM CLR 11/09 A2990 RMK AO2,KCCA,2022-10-22T02:35:00Z,35.6,-92.45,11.0,9.0,0,0,,10.0,29.899607,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,152.0
KCBK 220235Z AUTO 15005KT 10SM CLR 13/M07 A2965 RMK AO2 T01351069,KCBK,2022-10-22T02:35:00Z,39.43,-101.05,13.5,-6.9,150,5,,10.0,29.648623,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,970.0
KCBG 220235Z AUTO 00000KT 10SM CLR 09/00 A2962 RMK AO2,KCBG,2022-10-22T02:35:00Z,45.57,-93.27,9.0,0.0,0,0,,10.0,29.619095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,285.0
KCBF 220235Z AUTO 12005KT 4SM HZ CLR 18/M05 A2957 RMK AO2,KCBF,2022-10-22T02:35:00Z,41.27,-95.77,18.0,-5.0,120,5,,4.0,29.568897,,,TRUE,TRUE,,,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,379.0
KCBE 220235Z AUTO 00000KT 10SM CLR 06/02 A3017 RMK AO2 T00600016,KCBE,2022-10-22T02:35:00Z,39.62,-78.77,6.0,1.6,0,0,,10.0,30.171259,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,226.0
KCAV 220235Z AUTO 08010KT 7SM FEW028 FEW034 SCT042 08/01 A2962 RMK A01,KCAV,2022-10-22T02:35:00Z,42.75,-93.77,8.0,1.0,80,10,,7.0,29.619095,,,TRUE,TRUE,,,,,,,FEW,2800,FEW,3400,SCT,4200,,,VFR,,,,,,,,,,,,METAR,352.0
KCAD 220235Z AUTO 21007KT 10SM CLR 14/05 A2969 RMK AO2 T01360045,KCAD,2022-10-22T02:35:00Z,44.27,-85.42,13.6,4.5,210,7,,10.0,29.68996,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,397.0
KC83 220235Z AUTO 25014G21KT 10SM CLR 19/10 A2979 RMK AO2,KC83,2022-10-22T02:35:00Z,37.83,-121.62,19.0,10.0,250,14,21,10.0,29.790354,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
KC75 220235Z AUTO 18010G15KT 10SM CLR 18/07 A2972 RMK AO2 T01820066,KC75,2022-10-22T02:35:00Z,41.02,-89.38,18.2,6.6,180,10,15,10.0,29.719488,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,166.0
KC65 220235Z AUTO 19009G15KT 160V220 10SM CLR 17/03 A2983 RMK A01,KC65,2022-10-22T02:35:00Z,41.37,-86.3,17.0,3.0,190,9,15,10.0,29.828741,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,241.0
KC35 220235Z AUTO 00000KT 10SM CLR 08/03 A2966 RMK AO2 T00750030 PWINO,KC35,2022-10-22T02:35:00Z,43.53,-89.98,7.5,3.0,0,0,,10.0,29.660433,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,272.0
KC29 220235Z AUTO 00000KT 10SM CLR 08/04 A2968 RMK AO1 T00800043,KC29,2022-10-22T02:35:00Z,43.12,-89.53,8.0,4.3,0,0,,10.0,29.681103,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,282.0
KC09 220235Z AUTO 16005KT 10SM CLR 14/04 A2976 RMK AO2 T01410043,KC09,2022-10-22T02:35:00Z,41.43,-88.42,14.1,4.3,160,5,,10.0,29.760826,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,179.0
KC07 220235Z AUTO 26009G21KT 220V300 10SM CLR 03/M09 A3005 RMK AO2,KC07,2022-10-22T02:35:00Z,40.35,-106.7,3.0,-9.0,260,9,21,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3224.0
KBYY 220235Z AUTO 17005KT 10SM CLR 18/14 A3001 RMK AO2 T01820146,KBYY,2022-10-22T02:35:00Z,28.97,-95.87,18.2,14.6,170,5,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
KBYL 220235Z AUTO 14005KT 10SM CLR 10/00 A3008 RMK AO1,KBYL,2022-10-22T02:35:00Z,36.8,-84.2,10.0,0.0,140,5,,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,355.0
KBXK 220235Z AUTO 00000KT 10SM CLR 23/14 A2981 RMK A01,KBXK,2022-10-22T02:35:00Z,33.42,-112.68,23.0,14.0,0,0,,10.0,29.811024,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,303.0
KBXA 220235Z AUTO 16005KT 10SM CLR 17/12 A3009 RMK AO2 T01710115,KBXA,2022-10-22T02:35:00Z,30.82,-89.87,17.1,11.5,160,5,,10.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,35.0
KBWW 220235Z AUTO 01010KT 10SM FEW075 BKN100 OVC120 11/03 A2954 RMK AO2,KBWW,2022-10-22T02:35:00Z,46.17,-103.3,11.0,3.0,10,10,,10.0,29.53937,,,TRUE,TRUE,,,,,,,FEW,7500,BKN,10000,OVC,12000,,,VFR,,,,,,,,,,,,METAR,911.0
KBWP 220235Z AUTO 14005KT 10SM BKN028 BKN033 OVC055 11/M01 A2956 RMK AO2,KBWP,2022-10-22T02:35:00Z,46.25,-96.62,11.0,-1.0,140,5,,10.0,29.56004,,,TRUE,TRUE,,,,,,,BKN,2800,BKN,3300,OVC,5500,,,MVFR,,,,,,,,,,,,METAR,294.0
KBVU 220235Z AUTO 00000KT 10SM CLR 26/02 A2981 RMK AO2,KBVU,2022-10-22T02:35:00Z,35.95,-114.87,26.0,2.0,0,0,,10.0,29.811024,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,654.0
KBVS 220235Z AUTO 00000KT 7SM BKN005 BKN011 OVC017 08/08 A2969 RMK A01,KBVS,2022-10-22T02:35:00Z,48.47,-122.42,8.0,8.0,0,0,,7.0,29.68996,,,TRUE,TRUE,,,,,,,BKN,500,BKN,1100,OVC,1700,,,IFR,,,,,,,,,,,,METAR,31.0
KBVN 220235Z AUTO 00000KT 5SM HZ CLR 07/M02 A2958 RMK AO2 T00681016,KBVN,2022-10-22T02:35:00Z,41.73,-98.05,6.8,-1.6,0,0,,5.0,29.58071,,,TRUE,TRUE,,,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,547.0
KBVI 220235Z AUTO 17005KT 10SM CLR 11/00 A3005 RMK AO2 T01141005,KBVI,2022-10-22T02:35:00Z,40.77,-80.37,11.4,-0.5,170,5,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,387.0
KBUU 220235Z AUTO 21005KT 10SM CLR 16/04 A2971 RMK AO2 T01550044 PWINO,KBUU,2022-10-22T02:35:00Z,42.68,-88.3,15.5,4.4,210,5,,10.0,29.71063,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,238.0
KBTN 220235Z AUTO 17006KT 7SM FEW042 11/M00 A2954 RMK AO2,KBTN,2022-10-22T02:35:00Z,45.82,-97.75,11.0,0.0,170,6,,7.0,29.53937,,,TRUE,TRUE,,,,,,,FEW,4200,,,,,,,VFR,,,,,,,,,,,,METAR,400.0
KBTA 220235Z AUTO 00000KT 10SM CLR 18/00 A2959 RMK AO2 T01810000,KBTA,2022-10-22T02:35:00Z,41.42,-96.12,18.1,0.0,0,0,,10.0,29.589567,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,400.0
KBRY 220235Z AUTO 13003KT 10SM CLR 12/01 A2997 RMK AO2 T01230008,KBRY,2022-10-22T02:35:00Z,37.82,-85.5,12.3,0.8,130,3,,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,192.0
KBRG 220235Z AUTO 20008KT 10SM CLR 16/04 A2998 RMK AO2 T01560035,KBRG,2022-10-22T02:35:00Z,34.65,-106.83,15.6,3.5,200,8,,10.0,29.97933,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1585.0
KBQX 220235Z AUTO 17017G24KT 10SM 24/14 A3002 RMK A01,KBQX,2022-10-22T02:35:00Z,28.5,-95.72,24.0,14.0,170,17,24,10.0,30.02067,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,34.0
KBQP 220235Z AUTO 18004KT 10SM CLR 21/12 A2997 RMK AO2 T02060116,KBQP,2022-10-22T02:35:00Z,32.75,-91.88,20.6,11.6,180,4,,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,50.0
KBQK 220235Z AUTO 00000KT 10SM CLR 07/07 A3014 RMK AO2 T00740066,KBQK,2022-10-22T02:35:00Z,31.25,-81.47,7.4,6.6,0,0,,10.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
KBPG 220235Z AUTO 17013KT 10SM CLR 21/06 A2987 RMK AO2 T02060059,KBPG,2022-10-22T02:35:00Z,32.22,-101.52,20.6,5.9,170,13,,10.0,29.870079,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,782.0
